site_id,site_name,operator,year,water_withdrawn_ML,water_consumed_ML,wue_l_per_kwh,wue_scope,pue,pue_scope,energy_gwh_estimate,method,source_url,source_table,note
google_leesburg,"Google Leesburg, VA",Google,2022,587.5,487.9,1.054,fleet_implied_consumption_basis,1.1,fleet,509.1,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix, 'Water use by data center location' 2022 table (pp. 94-95) and 'Data center energy efficiency (PUE)' table","Implied fleet WUE = Google DC water consumption (129 of 5220 MG fleet) / (DC electricity 20,616,500 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 58 MW average facility load."
google_lenoir,"Google Lenoir, NC",Google,2022,1323.0,1213.2,1.054,fleet_implied_consumption_basis,1.09,site,1254.3,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix, 'Water use by data center location' 2022 table (pp. 94-95) and 'Data center energy efficiency (PUE)' table","Implied fleet WUE = Google DC water consumption (320 of 5220 MG fleet) / (DC electricity 20,616,500 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 143 MW average facility load."
epoch_google_pryor_north,Google Pryor Creek / Mayes County OK (whole campus),Google,2022,3394.8,2610.8,1.054,fleet_implied_consumption_basis,1.1,site,2724.0,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix, 'Water use by data center location' 2022 table (pp. 94-95) and 'Data center energy efficiency (PUE)' table","Whole Mayes County (Pryor) campus; inventory site is the North portion only. Implied fleet WUE = Google DC water consumption (690 of 5220 MG fleet) / (DC electricity 20,616,500 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 311 MW average facility load."
google_middenmeer,"Google Middenmeer, Netherlands",Google,2022,25.4,17.8,1.054,fleet_implied_consumption_basis,1.1,fleet,18.6,low_confidence_negligible_water,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix, 'Water use by data center location' 2022 table (pp. 94-95) and 'Data center energy efficiency (PUE)' table","Implied fleet WUE = Google DC water consumption (5 of 5220 MG fleet) / (DC electricity 20,616,500 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 2 MW average facility load."
epoch_google_midlothian,Google Midlothian TX,Google,2022,444.0,353.2,1.054,fleet_implied_consumption_basis,1.16,site,388.6,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix, 'Water use by data center location' 2022 table (pp. 94-95) and 'Data center energy efficiency (PUE)' table","Implied fleet WUE = Google DC water consumption (93 of 5220 MG fleet) / (DC electricity 20,616,500 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 44 MW average facility load."
google_montgomery_county,"Google Montgomery County, TN",Google,2022,1080.0,941.4,1.054,fleet_implied_consumption_basis,1.11,site,991.2,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix, 'Water use by data center location' 2022 table (pp. 94-95) and 'Data center energy efficiency (PUE)' table","Implied fleet WUE = Google DC water consumption (249 of 5220 MG fleet) / (DC electricity 20,616,500 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 113 MW average facility load."
epoch_google_new_albany,Google New Albany OH,Google,2022,264.6,187.8,1.054,fleet_implied_consumption_basis,1.14,site,203.0,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix, 'Water use by data center location' 2022 table (pp. 94-95) and 'Data center energy efficiency (PUE)' table","Implied fleet WUE = Google DC water consumption (50 of 5220 MG fleet) / (DC electricity 20,616,500 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 23 MW average facility load."
epoch_google_papillion,Google Papillion NE,Google,2022,258.9,176.4,1.054,fleet_implied_consumption_basis,1.13,site,189.1,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix, 'Water use by data center location' 2022 table (pp. 94-95) and 'Data center energy efficiency (PUE)' table","Implied fleet WUE = Google DC water consumption (47 of 5220 MG fleet) / (DC electricity 20,616,500 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 22 MW average facility load."
google_quilicura,"Google Quilicura, Chile",Google,2022,706.0,392.2,1.054,fleet_implied_consumption_basis,1.09,site,405.5,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix, 'Water use by data center location' 2022 table (pp. 94-95) and 'Data center energy efficiency (PUE)' table","Implied fleet WUE = Google DC water consumption (104 of 5220 MG fleet) / (DC electricity 20,616,500 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 46 MW average facility load."
google_st_ghislain,"Google St. Ghislain, Belgium",Google,2022,1447.5,1024.3,1.054,fleet_implied_consumption_basis,1.09,site,1059.0,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix, 'Water use by data center location' 2022 table (pp. 94-95) and 'Data center energy efficiency (PUE)' table","Implied fleet WUE = Google DC water consumption (271 of 5220 MG fleet) / (DC electricity 20,616,500 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 121 MW average facility load."
google_sterling,"Google Sterling, VA",Google,2022,283.5,209.7,1.054,fleet_implied_consumption_basis,1.1,fleet,218.8,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix, 'Water use by data center location' 2022 table (pp. 94-95) and 'Data center energy efficiency (PUE)' table","Implied fleet WUE = Google DC water consumption (55 of 5220 MG fleet) / (DC electricity 20,616,500 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 25 MW average facility load."
epoch_google_storey_county,Google Storey County NV,Google,2022,7.9,0.8,1.054,fleet_implied_consumption_basis,1.1,fleet,,invalid_air_cooled,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix, 'Water use by data center location' 2022 table (pp. 94-95) and 'Data center energy efficiency (PUE)' table",Air-cooled facility (report endnote). Air-cooled: water use is not a cooling proxy; no estimate.
epoch_google_the_dalles,Google The Dalles OR (both campuses),Google,2022,1333.2,1038.0,1.054,fleet_implied_consumption_basis,1.085,site_mean_of_2_facilities,1068.2,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2023-environmental-report.pdf,"2023 Environmental Report, Appendix, 'Water use by data center location' 2022 table (pp. 94-95) and 'Data center energy efficiency (PUE)' table","One water row for both The Dalles campuses; PUE = mean of the two facilities. Implied fleet WUE = Google DC water consumption (274 of 5220 MG fleet) / (DC electricity 20,616,500 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 122 MW average facility load."
google_ashburn,"Google Ashburn, VA",Google,2023,219.2,206.7,1.059,fleet_implied_consumption_basis,1.1,fleet,214.6,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (55 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 25 MW average facility load."
google_berkeley_county,"Google Berkeley County, SC",Google,2023,3207.0,2889.8,1.059,fleet_implied_consumption_basis,1.1,site,3000.8,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (763 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 343 MW average facility load."
epoch_google_council_bluffs_east,Google Council Bluffs IA (both campuses),Google,2023,5053.1,3710.1,1.059,fleet_implied_consumption_basis,1.095,site_mean_of_2_facilities,3835.2,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Google reports one water row for both Council Bluffs campuses; PUE = mean of '1st facility' and '2nd facility'. Inventory site is the East campus only, so this is an upper bound for it. Implied fleet WUE = Google DC water consumption (980 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 438 MW average facility load."
google_douglas_county,"Google Douglas County, GA",Google,2023,1585.3,1308.2,1.059,fleet_implied_consumption_basis,1.09,site,1346.2,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (346 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 154 MW average facility load."
google_dublin,"Google Dublin, Ireland",Google,2023,2.3,0.4,1.059,fleet_implied_consumption_basis,1.08,site,,invalid_air_cooled,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table",Air-cooled facility (report endnote 226 / 166 / 3). Air-cooled: water use is not a cooling proxy; no estimate.
google_eemshaven,"Google Eemshaven, Netherlands",Google,2023,1122.0,878.2,1.059,fleet_implied_consumption_basis,1.08,site,895.4,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (232 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 102 MW average facility load."
google_frankfurt,"Google Frankfurt, Germany",Google,2023,8.3,1.5,1.059,fleet_implied_consumption_basis,1.1,fleet,1.6,low_confidence_negligible_water,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (0 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 0 MW average facility load."
google_fredericia,"Google Fredericia, Denmark",Google,2023,102.2,78.4,1.059,fleet_implied_consumption_basis,1.1,site,81.4,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (21 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 9 MW average facility load."
google_hamina,"Google Hamina, Finland",Google,2023,11.4,1.1,1.059,fleet_implied_consumption_basis,1.09,site,1.2,low_confidence_negligible_water,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Seawater cooling; reported withdrawal excludes seawater, so water->energy is not meaningful here. Implied fleet WUE = Google DC water consumption (0 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 0 MW average facility load."
google_henderson,"Google Henderson, NV",Google,2023,1036.4,601.1,1.059,fleet_implied_consumption_basis,1.08,site,612.9,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (159 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 70 MW average facility load."
google_inzai,"Google Inzai, Japan",Google,2023,42.4,25.7,1.059,fleet_implied_consumption_basis,1.1,fleet,26.7,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (7 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 3 MW average facility load."
google_jackson_county,"Google Jackson County, AL",Google,2023,604.9,538.3,1.059,fleet_implied_consumption_basis,1.1,site,559.0,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (142 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 64 MW average facility load."
epoch_google_lancaster,Google Lancaster OH,Google,2023,58.3,29.1,1.059,fleet_implied_consumption_basis,1.1,fleet,30.3,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","PUE row 'Central Ohio (Lancaster), Ohio'. Implied fleet WUE = Google DC water consumption (8 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 3 MW average facility load."
google_leesburg,"Google Leesburg, VA",Google,2023,934.2,655.6,1.059,fleet_implied_consumption_basis,1.1,fleet,680.8,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (173 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 78 MW average facility load."
google_lenoir,"Google Lenoir, NC",Google,2023,1355.6,1274.9,1.059,fleet_implied_consumption_basis,1.09,site,1311.9,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (337 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 150 MW average facility load."
epoch_google_columbus,Google Columbus (Lockbourne) OH,Google,2023,120.4,88.2,1.059,fleet_implied_consumption_basis,1.1,fleet,91.6,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Water row is 'Lockbourne, OH'; PUE row is 'Columbus, Ohio' (same Rickenbacker-area campus). Implied fleet WUE = Google DC water consumption (23 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 10 MW average facility load."
epoch_google_pryor_north,Google Pryor Creek / Mayes County OK (whole campus),Google,2023,3925.8,3085.5,1.059,fleet_implied_consumption_basis,1.1,site,3204.1,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Whole Mayes County (Pryor) campus; inventory site is the North portion only. Implied fleet WUE = Google DC water consumption (815 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 366 MW average facility load."
google_middenmeer,"Google Middenmeer, Netherlands",Google,2023,26.9,18.9,1.059,fleet_implied_consumption_basis,1.1,fleet,19.7,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (5 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 2 MW average facility load."
epoch_google_midlothian,Google Midlothian TX,Google,2023,621.9,514.1,1.059,fleet_implied_consumption_basis,1.13,site,548.4,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (136 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 63 MW average facility load."
google_montgomery_county,"Google Montgomery County, TN",Google,2023,1294.6,1092.5,1.059,fleet_implied_consumption_basis,1.1,site,1134.5,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (289 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 130 MW average facility load."
google_montreal,"Google Montreal, Canada",Google,2023,0.2,0.0,1.059,fleet_implied_consumption_basis,1.1,fleet,,invalid_air_cooled,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table",Air-cooled: water use is not a cooling proxy; no estimate.
epoch_google_new_albany,Google New Albany OH,Google,2023,575.4,481.1,1.059,fleet_implied_consumption_basis,1.1,site,499.6,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (127 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 57 MW average facility load."
epoch_google_papillion,Google Papillion NE,Google,2023,621.6,509.9,1.059,fleet_implied_consumption_basis,1.09,site,524.7,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (135 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 60 MW average facility load."
google_quilicura,"Google Quilicura, Chile",Google,2023,721.9,398.2,1.059,fleet_implied_consumption_basis,1.09,site,409.8,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (105 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 47 MW average facility load."
google_st_ghislain,"Google St. Ghislain, Belgium",Google,2023,1320.7,924.4,1.059,fleet_implied_consumption_basis,1.09,site,951.2,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (244 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 109 MW average facility load."
google_sterling,"Google Sterling, VA",Google,2023,306.6,210.5,1.059,fleet_implied_consumption_basis,1.1,fleet,218.6,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","Implied fleet WUE = Google DC water consumption (56 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 25 MW average facility load."
epoch_google_storey_county,Google Storey County NV,Google,2023,7.2,0.8,1.059,fleet_implied_consumption_basis,1.19,site,,invalid_air_cooled,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table",Air-cooled facility (report endnote). Air-cooled: water use is not a cooling proxy; no estimate.
google_sydney,"Google Sydney, Australia",Google,2023,3.4,0.4,1.059,fleet_implied_consumption_basis,1.1,fleet,,invalid_air_cooled,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table",Air-cooled: water use is not a cooling proxy; no estimate.
epoch_google_the_dalles,Google The Dalles OR (both campuses),Google,2023,1452.5,1144.7,1.059,fleet_implied_consumption_basis,1.085,site_mean_of_2_facilities,1172.5,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2024-environmental-report.pdf,"2024 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2023 table and PUE table","One water row for both The Dalles campuses; PUE = mean of the two facilities. Implied fleet WUE = Google DC water consumption (302 of 6101 MG fleet) / (DC electricity 23,980,800 MWh / fleet PUE 1.1); Google publishes no WUE. Estimate = 134 MW average facility load."
google_ashburn,"Google Ashburn, VA",Google,2024,225.2,212.0,1.049,fleet_implied_consumption_basis,1.09,fleet,220.3,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (56 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 25 MW average facility load."
